ID,Expression
3607,( == ( - ( - ( - ( - ( / ( + ( + v0 v1 ) 7 ) 8 ) ( * v2 84 ) ) ( * v3 12 ) ) ( * v4 4 ) ) ( / v1 8 ) ) ( - ( - ( - ( - ( / ( + ( + v0 v1 ) 7 ) 8 ) ( * v2 84 ) ) ( * v3 12 ) ) ( * v4 4 ) ) ( / v1 8 ) ) )
3608,( == ( + ( + ( max ( * v0 4 ) -5 ) ( * v1 64 ) ) ( + ( * v2 128 ) v3 ) ) ( + ( + ( max ( * v0 4 ) -5 ) ( * v1 64 ) ) ( + ( * v2 128 ) v3 ) ) )
3609,( && ( && ( && ( && ( && ( && 1 ( <= ( - ( + ( + ( * 0 4 ) 0 ) ( / v0 4 ) ) 2 ) ( - ( + 0 ( / v0 4 ) ) 2 ) ) ) ( >= ( - ( + ( + ( * 32 4 ) 3 ) ( + ( / v0 4 ) 132 ) ) 2 ) ( - ( + 3 ( + ( / v0 4 ) 260 ) ) 2 ) ) ) ( <= ( + 0 ( / v1 4 ) ) ( / v1 4 ) ) ) ( >= ( + 2 ( + ( / v1 4 ) 30 ) ) ( - ( + 33 ( / v1 4 ) ) 1 ) ) ) ( <= ( * v2 16 ) ( + ( * v2 16 ) 0 ) ) ) ( >= ( + ( * v2 16 ) 15 ) ( + ( * v2 16 ) ( - ( + 16 0 ) 1 ) ) ) )
3610,( == ( min ( + ( + ( min ( + ( * v0 -8 ) ( + ( * v1 -1000 ) v2 ) ) 4 ) ( * ( / ( - ( min ( + ( * ( + ( * v1 125 ) v0 ) 8 ) 8 ) v2 ) 1 ) 4 ) 4 ) ) v3 ) v4 ) ( min ( + ( + ( min ( + ( * v0 -8 ) ( + ( * v1 -1000 ) v2 ) ) 4 ) ( * ( / ( - ( min ( + ( * ( + ( * v1 125 ) v0 ) 8 ) 8 ) v2 ) 1 ) 4 ) 4 ) ) v3 ) v4 ) )
3611,( && ( && ( && ( && ( && ( && 1 ( <= ( + ( * ( + ( * v0 2 ) v1 ) 2 ) 0 ) ( * ( + ( * v0 2 ) v1 ) 2 ) ) ) ( >= ( + ( * ( + ( * v0 2 ) v1 ) 2 ) 3 ) ( + ( * ( + ( * v0 2 ) v1 ) 2 ) 3 ) ) ) ( <= 0 0 ) ) ( >= 0 0 ) ) ( <= v2 v2 ) ) ( >= v2 v2 ) )
3612,( == 0 ( - ( + 0 ( - 9 ( * ( max ( min v0 3 ) 2 ) 3 ) ) ) 1 ) )
3613,( && ( && ( && ( && ( && ( && 1 ( <= ( + 0 ( + ( min ( * v0 252 ) 248 ) v1 ) ) ( + ( min ( * v0 252 ) 248 ) v1 ) ) ) ( >= ( + 127 ( + ( + ( min ( * v0 252 ) 248 ) v1 ) 128 ) ) ( + ( + ( min ( * v0 252 ) 248 ) 251 ) v1 ) ) ) ( <= ( + ( + ( * 0 4 ) v2 ) 0 ) ( + 0 v2 ) ) ) ( >= ( + ( + ( * 31 4 ) v2 ) 3 ) ( + ( - ( + 125 0 ) 1 ) v2 ) ) ) ( <= v3 v3 ) ) ( >= v3 v3 ) )
3614,( == ( + ( min ( * ( + ( * v0 32 ) v1 ) 2 ) 253 ) ( * v2 4 ) ) ( + ( min ( * ( + ( * v0 32 ) v1 ) 2 ) 253 ) ( * v2 4 ) ) )
3615,( == ( / ( + ( * ( - ( / ( + ( + v0 v1 ) 3 ) 4 ) ( / v1 4 ) ) 4 ) 507 ) 502 ) ( / ( + ( * ( - ( / ( + ( + v0 v1 ) 3 ) 4 ) ( / v1 4 ) ) 4 ) 507 ) 502 ) )
3616,( == ( - ( / ( - v0 1 ) 4 ) ( * v1 2 ) ) ( - ( / ( - v0 1 ) 4 ) ( * v1 2 ) ) )
3617,( == ( * v0 1000 ) ( * v0 1000 ) )
3618,( >= ( + ( * v0 4 ) ( + v1 v2 ) ) ( + ( + ( * ( - v0 1 ) 4 ) ( + v1 v2 ) ) 1 ) )
3619,( == ( + ( + v0 v1 ) 16 ) ( + ( + v0 v1 ) 16 ) )
3620,( <= ( max 0 ( + ( min ( / ( + ( % v0 4 ) 247 ) 256 ) ( - ( + 0 2 ) 1 ) ) 1 ) ) 0 )
3621,( <= ( max ( + ( min ( / ( - 216 v0 ) 32 ) ( - ( + 0 4 ) 1 ) ) 1 ) ( min ( max ( - 0 ( / v0 32 ) ) 0 ) ( + 4 0 ) ) ) ( min ( max ( - 0 ( / v0 32 ) ) 0 ) ( + 4 0 ) ) )
3622,( && ( && ( && ( && ( && ( && 1 ( <= ( + ( + v0 v1 ) 3 ) ( - ( + v0 v1 ) 2 ) ) ) ( >= ( + ( + v0 v1 ) 3 ) ( + ( + v0 v1 ) 3 ) ) ) ( <= ( - ( + ( + ( * 0 4 ) ( * v2 8 ) ) 0 ) 1 ) ( + ( - ( + ( * ( + ( * ( + ( * ( max -1 0 ) 4 ) v2 ) 2 ) 0 ) 4 ) 0 ) 2 ) 1 ) ) ) ( >= ( - ( + ( + ( * 17 4 ) ( + ( * v2 8 ) 37 ) ) 3 ) 1 ) ( + ( + ( + ( * ( + ( * ( + ( * 1 4 ) v2 ) 2 ) 7 ) 4 ) 3 ) 3 ) 1 ) ) ) ( <= v3 v3 ) ) ( >= v3 v3 ) )
3623,( >= ( - v0 127 ) ( - ( + ( - v0 127 ) 128 ) 1 ) )
3624,( == ( + ( min ( - ( max ( min ( * ( / ( - ( + v0 v1 ) 1 ) 125 ) 8 ) 113 ) -11 ) ( max ( min ( * ( / v1 125 ) 8 ) 125 ) 1 ) ) v2 ) 31 ) ( + ( min ( - ( max ( min ( * ( / ( - ( + v0 v1 ) 1 ) 125 ) 8 ) 113 ) -11 ) ( max ( min ( * ( / v1 125 ) 8 ) 125 ) 1 ) ) v2 ) 31 ) )
3625,( != ( / ( + v0 269 ) 252 ) 0 )
3626,( == ( min ( + ( * ( / ( + v0 15 ) 4 ) 4 ) v1 ) ( + ( max ( * ( min ( + ( / v2 4 ) ( * ( / ( min ( + ( * v3 8 ) 7 ) v4 ) 4 ) 4 ) ) ( - v5 3 ) ) 4 ) -15 ) 12 ) ) ( min ( + ( * ( / ( + v0 15 ) 4 ) 4 ) v1 ) ( + ( max ( * ( min ( + ( / v2 4 ) ( * ( / ( min ( + ( * v3 8 ) 7 ) v4 ) 4 ) 4 ) ) ( - v5 3 ) ) 4 ) -15 ) 12 ) ) )
3627,( == ( min ( + ( max ( min ( * v0 8 ) 105 ) -19 ) 13 ) v1 ) ( min ( + ( max ( min ( * v0 8 ) 105 ) -19 ) 13 ) v1 ) )
3628,( == ( + ( min ( - v0 60 ) v1 ) ( * v2 4 ) ) ( + ( min ( - v0 60 ) v1 ) ( * v2 4 ) ) )
3629,( < ( + ( + ( * ( / v0 4 ) 4 ) v1 ) 131 ) ( - ( + ( * ( / v0 4 ) 4 ) ( + v1 1 ) ) 2 ) )
3630,( && ( && ( && ( && ( && ( && 1 ( <= ( + v0 0 ) ( + 0 v0 ) ) ) ( >= ( + v0 3 ) ( + ( - ( + 4 0 ) 1 ) v0 ) ) ) ( <= ( + v1 v2 ) ( + v1 v2 ) ) ) ( >= ( + v1 v2 ) ( + v1 v2 ) ) ) ( <= 0 0 ) ) ( >= 136 ( - ( + 137 0 ) 1 ) ) )
3631,( == ( * ( / ( * v0 -36 ) 4 ) 4 ) ( * v0 -36 ) )
3632,( && ( && ( && ( && ( && ( && 1 ( <= ( + v0 0 ) ( + 0 v0 ) ) ) ( >= ( + v0 3 ) ( + ( - ( + 4 0 ) 1 ) v0 ) ) ) ( <= ( + ( + ( min ( * v1 8 ) 117 ) ( + ( * v2 2 ) v3 ) ) v4 ) ( + ( + ( min ( * v1 8 ) 117 ) ( + ( * v2 2 ) v3 ) ) v4 ) ) ) ( >= ( + ( + ( min ( * v1 8 ) 117 ) ( + ( * v2 2 ) v3 ) ) v4 ) ( + ( + ( min ( * v1 8 ) 117 ) ( + ( * v2 2 ) v3 ) ) v4 ) ) ) ( <= v5 v5 ) ) ( >= v5 v5 ) )
3633,( == ( + ( max ( min ( * ( + ( min ( * v0 3 ) 125 ) v1 ) 2 ) 499 ) 0 ) ( * v2 4 ) ) ( + ( max ( min ( * ( + ( min ( * v0 3 ) 125 ) v1 ) 2 ) 499 ) 0 ) ( * v2 4 ) ) )
3634,( == ( - v0 ( + ( / ( - ( + ( min v1 5 ) v2 ) 5 ) 4 ) v3 ) ) ( - v0 ( + ( / ( - ( + ( min v1 5 ) v2 ) 5 ) 4 ) v3 ) ) )
3635,( == ( - v0 ( / v1 4 ) ) ( - v0 ( / v1 4 ) ) )
3636,( == ( max ( min ( min ( + v0 v1 ) ( + ( + ( min v2 657 ) ( + ( * ( / v3 5 ) 672 ) v4 ) ) 8 ) ) 2000 ) ( min ( max ( max ( - ( + ( * ( / v3 5 ) 672 ) v4 ) 10 ) v1 ) 0 ) ( + ( + ( min v2 657 ) ( + ( * ( / v3 5 ) 672 ) v4 ) ) 8 ) ) ) ( max ( min ( min ( + v0 v1 ) ( + ( + ( min v2 657 ) ( + ( * ( / v3 5 ) 672 ) v4 ) ) 8 ) ) 2000 ) ( min ( max ( max ( - ( + ( * ( / v3 5 ) 672 ) v4 ) 10 ) v1 ) 0 ) ( + ( + ( min v2 657 ) ( + ( * ( / v3 5 ) 672 ) v4 ) ) 8 ) ) ) )
3637,( <= ( max ( + ( min ( min ( min ( + ( * ( - v6 v5 ) 2 ) 7 ) ( - ( / ( + v3 v4 ) 4 ) ( * v5 2 ) ) ) ( - ( / ( + ( min ( + ( * v6 8 ) 25 ) ( + v3 v4 ) ) 3 ) 4 ) ( * v5 2 ) ) ) ( - ( + 0 ( + ( * ( min ( - ( - ( * ( min ( + ( max ( min v7 124 ) 0 ) ( * v9 32 ) ) ( + ( max ( min v7 60 ) -64 ) 33 ) ) 2 ) ( min ( * ( + ( max ( min v7 124 ) 0 ) ( * v9 32 ) ) 2 ) 249 ) ) ( * v8 4 ) ) -60 ) 2 ) 128 ) ) 1 ) ) 1 ) ( min ( max ( + ( - ( / ( + v4 3 ) 4 ) ( * v5 2 ) ) 1 ) 0 ) ( + ( + ( * ( min ( - ( - ( * ( min ( + ( max ( min v7 124 ) 0 ) ( * v9 32 ) ) ( + ( max ( min v7 60 ) -64 ) 33 ) ) 2 ) ( min ( * ( + ( max ( min v7 124 ) 0 ) ( * v9 32 ) ) 2 ) 249 ) ) ( * v8 4 ) ) -60 ) 2 ) 128 ) 0 ) ) ) ( min ( max ( + ( - ( / ( + v4 3 ) 4 ) ( * v5 2 ) ) 1 ) 0 ) ( + ( + ( * ( min ( - ( - ( * ( min ( + ( max ( min v7 124 ) 0 ) ( * v9 32 ) ) ( + ( max ( min v7 60 ) -64 ) 33 ) ) 2 ) ( min ( * ( + ( max ( min v7 124 ) 0 ) ( * v9 32 ) ) 2 ) 249 ) ) ( * v8 4 ) ) -60 ) 2 ) 128 ) 0 ) ) )
3638,( == ( - ( * ( / ( + ( + v0 v1 ) 503 ) 4 ) 2 ) ( + ( * ( / ( + v0 v1 ) 4 ) 2 ) v2 ) ) ( - ( * ( / ( + ( + v0 v1 ) 503 ) 4 ) 2 ) ( + ( * ( / ( + v0 v1 ) 4 ) 2 ) v2 ) ) )
3639,( == ( - ( min ( * ( - v0 v1 ) 256 ) 352 ) 352 ) 2 )
3640,( == ( / ( + ( - ( max ( min ( * ( / ( + ( + v0 v1 ) 7 ) 8 ) 2 ) 497 ) -2 ) ( max ( min ( * ( / v1 8 ) 2 ) 509 ) 10 ) ) 264 ) 252 ) ( / ( + ( - ( max ( min ( * ( / ( + ( + v0 v1 ) 7 ) 8 ) 2 ) 497 ) -2 ) ( max ( min ( * ( / v1 8 ) 2 ) 509 ) 10 ) ) 264 ) 252 ) )
3641,( == ( * ( / ( + ( max ( min ( * ( min ( + ( * v4 2 ) ( - ( / ( + v3 ( min ( * v5 125 ) ( - v6 125 ) ) ) 8 ) 5 ) ) ( / ( + ( + v3 ( min ( * v5 125 ) ( - v6 125 ) ) ) 124 ) 8 ) ) 2 ) 495 ) -4 ) ( * ( max ( min ( * ( min ( + ( * v4 2 ) ( - ( / ( + v3 ( min ( * v5 125 ) ( - v6 125 ) ) ) 8 ) 5 ) ) ( / ( + ( + v3 ( min ( * v5 125 ) ( - v6 125 ) ) ) 124 ) 8 ) ) 2 ) 499 ) 0 ) -1 ) ) 4 ) 4 ) ( + ( max ( min ( * ( min ( + ( * v4 2 ) ( - ( / ( + v3 ( min ( * v5 125 ) ( - v6 125 ) ) ) 8 ) 5 ) ) ( / ( + ( + v3 ( min ( * v5 125 ) ( - v6 125 ) ) ) 124 ) 8 ) ) 2 ) 495 ) -4 ) ( * ( max ( min ( * ( min ( + ( * v4 2 ) ( - ( / ( + v3 ( min ( * v5 125 ) ( - v6 125 ) ) ) 8 ) 5 ) ) ( / ( + ( + v3 ( min ( * v5 125 ) ( - v6 125 ) ) ) 124 ) 8 ) ) 2 ) 499 ) 0 ) -1 ) ) )
3642,( == ( * ( / ( * v0 -252 ) 4 ) 4 ) ( * v0 -252 ) )
3643,( >= ( * ( + ( + ( * v0 2 ) v1 ) v2 ) 4 ) ( - ( + ( * ( + ( + ( * v0 2 ) v1 ) v2 ) 4 ) 4 ) 1 ) )
3644,( == ( - ( min ( - ( + v0 v1 ) ( * v2 125 ) ) ( + v1 63 ) ) ( + ( * v3 4 ) v1 ) ) ( - ( min ( - ( + v0 v1 ) ( * v2 125 ) ) ( + v1 63 ) ) ( + ( * v3 4 ) v1 ) ) )
3645,( <= ( + ( * v0 4 ) 128 ) ( * v0 4 ) )
3646,( == ( - ( * v0 64 ) ( + ( * v1 4 ) v2 ) ) ( - ( * v0 64 ) ( + ( * v1 4 ) v2 ) ) )
3647,( == ( min ( + ( * v0 668 ) 448 ) v1 ) ( min ( + ( * v0 668 ) 448 ) v1 ) )
3648,( == ( - ( max ( min ( + ( * v0 1000 ) v1 ) ( - ( min ( + v2 v1 ) 2000 ) 1000 ) ) -999 ) ( + ( max ( min ( + ( * v0 1000 ) v1 ) ( - ( min ( + v2 v1 ) 2999 ) 1000 ) ) 0 ) ( * v3 4 ) ) ) ( - ( max ( min ( + ( * v0 1000 ) v1 ) ( - ( min ( + v2 v1 ) 2000 ) 1000 ) ) -999 ) ( + ( max ( min ( + ( * v0 1000 ) v1 ) ( - ( min ( + v2 v1 ) 2999 ) 1000 ) ) 0 ) ( * v3 4 ) ) ) )
3649,( == ( - ( - ( + v0 v1 ) ( * v2 672 ) ) ( + ( * v3 336 ) v1 ) ) ( - ( - ( + v0 v1 ) ( * v2 672 ) ) ( + ( * v3 336 ) v1 ) ) )
3650,( <= ( max ( + ( min 124 ( - ( + ( - v1 2 ) 9 ) 1 ) ) 1 ) ( min ( max 0 ( - v1 2 ) ) ( + 9 ( - v1 2 ) ) ) ) ( min ( max 0 ( - v1 2 ) ) ( + 9 ( - v1 2 ) ) ) )
3651,( == ( + ( * v0 32 ) ( - ( / v1 4 ) ( / ( + ( + v2 v1 ) 3 ) 4 ) ) ) ( + ( * v0 32 ) ( - ( / v1 4 ) ( / ( + ( + v2 v1 ) 3 ) 4 ) ) ) )
3652,( == ( / ( + ( * ( - ( / ( + ( + v0 v1 ) 3 ) 4 ) ( / v1 4 ) ) 4 ) 137 ) 126 ) ( / ( + ( * ( - ( / ( + ( + v0 v1 ) 3 ) 4 ) ( / v1 4 ) ) 4 ) 137 ) 126 ) )
3653,( != ( / ( + v0 256 ) 251 ) 0 )
3654,( == ( min ( * ( / ( + v0 v1 ) 4 ) 4 ) v2 ) ( min ( * ( / ( + v0 v1 ) 4 ) 4 ) v2 ) )
3655,( && ( && ( && ( && ( && ( && 1 ( <= ( - ( + ( + ( * v0 3 ) 0 ) v1 ) 2 ) ( - ( + ( + ( * v0 3 ) 0 ) v1 ) 2 ) ) ) ( >= ( - ( + ( + ( * v0 3 ) ( - ( + 3 0 ) 1 ) ) v1 ) 2 ) ( - ( + ( + ( * v0 3 ) ( - ( + 3 0 ) 1 ) ) v1 ) 2 ) ) ) ( <= ( + ( + ( - ( * ( + ( * v2 2 ) 0 ) 4 ) 2 ) 0 ) 1 ) ( + ( - ( + ( * ( + ( * v2 2 ) 0 ) 4 ) 0 ) 2 ) 1 ) ) ) ( >= ( + ( + ( + ( * ( + ( * v2 2 ) 1 ) 4 ) ( - ( - 6 2 ) 1 ) ) 3 ) 1 ) ( + ( + ( + ( * ( + ( * v2 2 ) 1 ) 4 ) ( - ( + 4 0 ) 1 ) ) ( - ( - 6 2 ) 1 ) ) 1 ) ) ) ( <= ( + ( * v3 32 ) v4 ) ( + ( * v3 32 ) v4 ) ) ) ( >= ( + ( * v3 32 ) v4 ) ( + ( * v3 32 ) v4 ) ) )
3656,( == ( - ( max ( min ( * ( / ( - ( + v0 v1 ) 1 ) 125 ) 8 ) 113 ) -11 ) ( + ( * ( + ( * v2 2 ) v3 ) 4 ) v4 ) ) ( - ( max ( min ( * ( / ( - ( + v0 v1 ) 1 ) 125 ) 8 ) 113 ) -11 ) ( + ( * ( + ( * v2 2 ) v3 ) 4 ) v4 ) ) )
3657,( == ( min ( + ( + ( min ( * ( + ( * v0 4 ) v1 ) 8 ) 55 ) ( + ( * v2 63 ) v3 ) ) 7 ) v4 ) ( min ( + ( + ( min ( * ( + ( * v0 4 ) v1 ) 8 ) 55 ) ( + ( * v2 63 ) v3 ) ) 7 ) v4 ) )
3658,( == ( + ( / v0 500 ) ( / ( + ( % v0 500 ) 499 ) 500 ) ) ( + ( / v0 500 ) ( / ( + ( % v0 500 ) 499 ) 500 ) ) )
3659,( == ( max ( - -6 ( max ( min ( - ( - ( max ( * v0 4 ) -3 ) ( * v1 500 ) ) ( min ( * ( / v2 4 ) 4 ) 1999 ) ) 496 ) -3 ) ) ( - ( max ( min v3 3 ) -496 ) 6 ) ) ( max ( - -6 ( max ( min ( - ( - ( max ( * v0 4 ) -3 ) ( * v1 500 ) ) ( min ( * ( / v2 4 ) 4 ) 1999 ) ) 496 ) -3 ) ) ( - ( max ( min v3 3 ) -496 ) 6 ) ) )
3660,( == ( - v0 ( * ( / v1 5 ) 672 ) ) ( - v0 ( * ( / v1 5 ) 672 ) ) )
3661,( <= ( + ( + ( + v0 v1 ) v2 ) 5 ) ( - ( + ( + ( - v0 1 ) v1 ) v2 ) 1 ) )
3662,( == 0 ( - ( + 0 ( + ( * ( - v0 v1 ) 2 ) 52 ) ) 1 ) )
3663,( == ( + ( min ( + ( + ( max ( min ( / v0 16 ) 126 ) 2 ) ( * v1 32 ) ) 29 ) v2 ) ( * v3 2 ) ) ( + ( min ( + ( + ( max ( min ( / v0 16 ) 126 ) 2 ) ( * v1 32 ) ) 29 ) v2 ) ( * v3 2 ) ) )
3664,( <= ( max ( + ( min ( - 126 ( / v0 2 ) ) ( - ( + 0 65 ) 1 ) ) 1 ) ( min ( max ( / ( - 6 v0 ) 2 ) 0 ) ( + 65 0 ) ) ) ( min ( max ( / ( - 6 v0 ) 2 ) 0 ) ( + 65 0 ) ) )
3665,( && ( && ( && ( && ( && ( && 1 ( <= ( * v0 2 ) ( + ( * v0 2 ) 0 ) ) ) ( >= ( + ( * ( + ( * ( / ( - v1 v0 ) 3 ) 3 ) v0 ) 2 ) 6 ) ( + ( * ( + ( + ( * ( / ( - v1 v0 ) 3 ) 3 ) v0 ) 2 ) 2 ) 2 ) ) ) ( <= ( - ( max ( * v2 2 ) ( + ( * ( + v3 v2 ) 2 ) 1 ) ) 10 ) ( - ( + ( * ( + v3 v2 ) 2 ) 0 ) 10 ) ) ) ( >= ( - ( * ( + v3 v2 ) 2 ) 8 ) ( - ( + ( * ( + v3 v2 ) 2 ) 2 ) 10 ) ) ) ( <= ( + ( * 0 4 ) 0 ) ( + ( * 0 4 ) 0 ) ) ) ( >= ( + ( * 4 4 ) 3 ) ( + ( * 4 4 ) 3 ) ) )
3666,( == ( + ( / ( + v0 6 ) 4 ) ( / ( + ( % ( + v0 2 ) 4 ) 3 ) 4 ) ) ( + ( / ( + v0 6 ) 4 ) ( / ( + ( % ( + v0 2 ) 4 ) 3 ) 4 ) ) )
3667,( <= ( + ( * ( max ( - ( + ( max v0 v1 ) ( min ( - v1 v0 ) 0 ) ) v1 ) 0 ) 4 ) 4 ) 1024 )
3668,( == ( * ( / ( * ( % v0 ( / ( + v1 34 ) 32 ) ) 32 ) 2 ) 2 ) ( * ( % v0 ( / ( + v1 34 ) 32 ) ) 32 ) )
3669,( == ( + ( * v0 16 ) ( + ( / ( + v1 v2 ) 4 ) ( * v3 8 ) ) ) ( + ( * v0 16 ) ( + ( / ( + v1 v2 ) 4 ) ( * v3 8 ) ) ) )
3670,( == ( + ( min ( - v0 ( * v1 126 ) ) 85 ) ( + ( + ( * ( / ( - ( min ( + ( * v1 -126 ) v0 ) 116 ) 82 ) 8 ) 8 ) ( * v1 126 ) ) v2 ) ) ( + ( min ( - v0 ( * v1 126 ) ) 85 ) ( + ( + ( * ( / ( - ( min ( + ( * v1 -126 ) v0 ) 116 ) 82 ) 8 ) 8 ) ( * v1 126 ) ) v2 ) ) )
3671,( == ( min ( / ( - ( + v0 v1 ) 1 ) 4 ) ( + ( + ( min ( * v2 32 ) 220 ) v3 ) 31 ) ) ( min ( / ( - ( + v0 v1 ) 1 ) 4 ) ( + ( + ( min ( * v2 32 ) 220 ) v3 ) 31 ) ) )
3672,( <= ( max 0 ( + ( min ( min ( / ( - ( - ( + v0 v1 ) ( max ( min ( + ( * v2 128 ) v4 ) 2001 ) 2 ) ) 2 ) 4 ) ( / ( + ( - ( max ( min ( + ( min ( + ( * v2 128 ) 128 ) v3 ) v4 ) 1997 ) -2 ) ( max ( min ( + ( * v2 128 ) v4 ) 2001 ) 2 ) ) 1 ) 4 ) ) ( - ( + 0 ( + ( / v5 4 ) 2 ) ) 1 ) ) 1 ) ) 0 )
3673,( < ( + ( + ( + ( min ( * v0 42 ) 83 ) ( * v1 3 ) ) v2 ) 2 ) ( + ( + ( min ( * v0 42 ) 83 ) ( * ( + v1 1 ) 3 ) ) v2 ) )
3674,( <= ( max 0 ( + ( min ( / ( + ( % ( + ( min ( * v0 128 ) ( - v1 128 ) ) v2 ) 8 ) 47 ) 32 ) ( - ( + 0 3 ) 1 ) ) 1 ) ) 0 )
3675,( == ( + ( * ( % v0 8 ) 9 ) ( + ( * v1 5 ) v2 ) ) ( + ( * ( % v0 8 ) 9 ) ( + ( * v1 5 ) v2 ) ) )
3676,( == ( min ( max ( max ( - ( * ( + ( / v0 4 ) v1 ) 4 ) 7 ) v2 ) ( + v3 v2 ) ) ( - ( * ( + ( min v4 0 ) ( + ( / v0 4 ) v1 ) ) 4 ) 3 ) ) ( min ( max ( max ( - ( * ( + ( / v0 4 ) v1 ) 4 ) 7 ) v2 ) ( + v3 v2 ) ) ( - ( * ( + ( min v4 0 ) ( + ( / v0 4 ) v1 ) ) 4 ) 3 ) ) )
3677,( < ( + ( + ( * v0 250 ) v1 ) v2 ) ( + ( + ( * v0 250 ) ( + v1 1 ) ) v2 ) )
3678,( == ( min ( max ( max ( - ( * v0 4 ) 273 ) v1 ) ( + v2 v1 ) ) ( + ( * ( + ( min ( - ( - ( * ( / ( - ( + v3 v4 ) 1 ) 250 ) 64 ) ( * v5 34 ) ) ( * ( / v4 250 ) 64 ) ) -55 ) v0 ) 4 ) 86 ) ) ( min ( max ( max ( - ( * v0 4 ) 273 ) v1 ) ( + v2 v1 ) ) ( + ( * ( + ( min ( - ( - ( * ( / ( - ( + v3 v4 ) 1 ) 250 ) 64 ) ( * v5 34 ) ) ( * ( / v4 250 ) 64 ) ) -55 ) v0 ) 4 ) 86 ) ) )
3679,( == ( - ( / ( + ( + v0 v1 ) 15 ) 8 ) ( + ( / v1 8 ) ( * v2 16 ) ) ) ( - ( / ( + ( + v0 v1 ) 15 ) 8 ) ( + ( / v1 8 ) ( * v2 16 ) ) ) )
3680,( <= ( + ( * ( + ( * v0 2 ) v1 ) 16 ) 16 ) ( * ( + ( * v0 2 ) v1 ) 16 ) )
3681,( <= ( max ( + ( min ( - ( min ( + v1 v2 ) 2000 ) 1 ) ( - ( + ( - v3 2 ) 130 ) 1 ) ) 1 ) ( min ( max ( max 0 ( max v2 0 ) ) ( - v3 2 ) ) ( + 130 ( - v3 2 ) ) ) ) ( min ( max ( max 0 ( max v2 0 ) ) ( - v3 2 ) ) ( + 130 ( - v3 2 ) ) ) )
3682,( != ( / ( + ( * v0 64 ) 156 ) 68 ) 0 )
3683,( == ( + ( min ( * ( / v0 4 ) 4 ) 1999 ) ( * v1 4 ) ) ( + ( min ( * ( / v0 4 ) 4 ) 1999 ) ( * v1 4 ) ) )
3684,( < ( + ( * ( + ( * v0 3 ) v1 ) 3 ) v2 ) ( + ( * ( + ( * v0 3 ) v1 ) 3 ) ( + v2 1 ) ) )
3685,( == ( max ( - ( - v0 ( * v1 4 ) ) ( * v2 32 ) ) v3 ) ( max ( - ( - v0 ( * v1 4 ) ) ( * v2 32 ) ) v3 ) )
3686,( == ( min ( - v0 ( * v1 8 ) ) ( + ( min v2 8 ) 3 ) ) ( min ( - v0 ( * v1 8 ) ) ( + ( min v2 8 ) 3 ) ) )
3687,( <= ( max ( + ( min 1999 ( - ( + ( + ( * v1 16 ) v2 ) 16 ) 1 ) ) 1 ) ( min ( max 0 ( + ( * v1 16 ) v2 ) ) ( + 16 ( + ( * v1 16 ) v2 ) ) ) ) ( min ( max 0 ( + ( * v1 16 ) v2 ) ) ( + 16 ( + ( * v1 16 ) v2 ) ) ) )
3688,( == ( + ( * v0 504 ) 494 ) ( + ( * v0 504 ) 494 ) )
3689,( == ( - ( min v0 5 ) 10 ) ( - ( + ( - ( min v0 5 ) 10 ) ( - 11 ( min v0 5 ) ) ) 1 ) )
3690,( < ( - ( + v0 v1 ) 1 ) ( - ( + ( + v0 1 ) v1 ) 1 ) )
3691,( == ( - ( + ( * ( / v0 4 ) 4 ) ( * v1 502 ) ) ( min ( - ( * ( / ( + ( + v2 v0 ) 3 ) 4 ) 4 ) ( * v3 1003 ) ) ( + ( + ( min ( * v1 502 ) 501 ) ( * ( / v0 4 ) 4 ) ) 496 ) ) ) ( - ( + ( * ( / v0 4 ) 4 ) ( * v1 502 ) ) ( min ( - ( * ( / ( + ( + v2 v0 ) 3 ) 4 ) 4 ) ( * v3 1003 ) ) ( + ( + ( min ( * v1 502 ) 501 ) ( * ( / v0 4 ) 4 ) ) 496 ) ) ) )
3692,( && ( && ( && ( && ( && ( && 1 ( <= ( + ( + ( * 0 4 ) v0 ) 0 ) v0 ) ) ( >= ( + ( + ( * 249 4 ) v0 ) 3 ) ( + v0 999 ) ) ) ( <= ( / v1 8 ) ( / v1 8 ) ) ) ( >= ( / ( + v1 132 ) 8 ) ( / ( + v1 132 ) 8 ) ) ) ( <= v2 v2 ) ) ( >= v2 v2 ) )
3693,( == ( max ( + ( / ( min ( - ( max ( min ( + v0 v1 ) 1997 ) -2 ) ( max ( min v1 2001 ) 2 ) ) v2 ) 4 ) 2 ) v3 ) ( max ( + ( / ( min ( - ( max ( min ( + v0 v1 ) 1997 ) -2 ) ( max ( min v1 2001 ) 2 ) ) v2 ) 4 ) 2 ) v3 ) )
3694,( == ( + ( / ( - ( / ( - ( + v0 v1 ) 1 ) 16 ) ( / v1 16 ) ) 16 ) 1 ) ( + ( / ( - ( / ( - ( + v0 v1 ) 1 ) 16 ) ( / v1 16 ) ) 16 ) 1 ) )
